LinkRef,Date,TimePeriod,AverageJT
4,2012-03-06,00:00,76.920000000000002
4,2012-03-06,00:15,72.819999999999993
4,2012-03-06,00:30,77.790000000000006
4,2012-03-06,00:45,72.75
4,2012-03-06,01:00,75.540000000000006
4,2012-03-06,01:15,73.230000000000004
4,2012-03-06,01:30,77.579999999999998
4,2012-03-06,01:45,74.469999999999999
4,2012-03-06,02:00,82.239999999999995
4,2012-03-06,02:15,72.939999999999998
4,2012-03-06,02:30,73.329999999999998
4,2012-03-06,02:45,74.25
4,2012-03-06,03:00,74.670000000000002
4,2012-03-06,03:15,79.040000000000006
4,2012-03-06,03:30,72.930000000000007
4,2012-03-06,03:45,77.370000000000005
4,2012-03-06,04:00,73.040000000000006
4,2012-03-06,04:15,70.879999999999995
4,2012-03-06,04:30,72.980000000000004
4,2012-03-06,04:45,70.760000000000005
4,2012-03-06,05:00,71.400000000000006
4,2012-03-06,05:15,68.659999999999997
4,2012-03-06,05:30,67.75
4,2012-03-06,05:45,67.040000000000006
4,2012-03-06,06:00,66.959999999999994
4,2012-03-06,06:15,70.780000000000001
4,2012-03-06,06:30,73.230000000000004
4,2012-03-06,06:45,178.06999999999999
4,2012-03-06,07:00,549.5
4,2012-03-06,07:15,450.36000000000001
4,2012-03-06,07:30,135.13
4,2012-03-06,07:45,118.23999999999999
4,2012-03-06,08:00,101.69
4,2012-03-06,08:15,95.920000000000002
4,2012-03-06,08:30,97.650000000000006
4,2012-03-06,08:45,95.689999999999998
4,2012-03-06,09:00,95.109999999999999
4,2012-03-06,09:15,94.5
4,2012-03-06,09:30,84.540000000000006
4,2012-03-06,09:45,73.709999999999994
4,2012-03-06,10:00,72.629999999999995
4,2012-03-06,10:15,72.430000000000007
4,2012-03-06,10:30,70.810000000000002
4,2012-03-06,10:45,70.560000000000002
4,2012-03-06,11:00,71.769999999999996
4,2012-03-06,11:15,70.859999999999999
4,2012-03-06,11:30,70.370000000000005
4,2012-03-06,11:45,69.049999999999997
4,2012-03-06,12:00,69.420000000000002
4,2012-03-06,12:15,70.209999999999994
4,2012-03-06,12:30,70.150000000000006
4,2012-03-06,12:45,71.079999999999998
4,2012-03-06,13:00,71.400000000000006
4,2012-03-06,13:15,70.579999999999998
4,2012-03-06,13:30,69.099999999999994
4,2012-03-06,13:45,70.260000000000005
4,2012-03-06,14:00,69.829999999999998
4,2012-03-06,14:15,71.400000000000006
4,2012-03-06,14:30,70.840000000000003
4,2012-03-06,14:45,71.519999999999996
4,2012-03-06,15:00,72.200000000000003
4,2012-03-06,15:15,70.099999999999994
4,2012-03-06,15:30,69.689999999999998
4,2012-03-06,15:45,68.640000000000001
4,2012-03-06,16:00,69.299999999999997
4,2012-03-06,16:15,68.640000000000001
4,2012-03-06,16:30,68.609999999999999
4,2012-03-06,16:45,68.450000000000003
4,2012-03-06,17:00,69.049999999999997
4,2012-03-06,17:15,68.730000000000004
4,2012-03-06,17:30,68.909999999999997
4,2012-03-06,17:45,70.019999999999996
4,2012-03-06,18:00,69.340000000000003
