LinkRef,Date,TimePeriod,AverageJT
4,2013-12-06,00:00,76.58
4,2013-12-06,00:15,77.16
4,2013-12-06,00:30,74.01
4,2013-12-06,00:45,78.20
4,2013-12-06,01:00,81.24
4,2013-12-06,01:15,79.47
4,2013-12-06,01:30,79.75
4,2013-12-06,01:45,79.53
4,2013-12-06,02:00,76.17
4,2013-12-06,02:15,77.32
4,2013-12-06,02:30,74.34
4,2013-12-06,02:45,72.82
4,2013-12-06,03:00,76.92
4,2013-12-06,03:15,71.96
4,2013-12-06,03:30,75.62
4,2013-12-06,03:45,73.74
4,2013-12-06,04:00,71.63
4,2013-12-06,04:15,73.48
4,2013-12-06,04:30,71.61
4,2013-12-06,04:45,70.70
4,2013-12-06,05:00,70.96
4,2013-12-06,05:15,70.44
4,2013-12-06,05:30,67.93
4,2013-12-06,05:45,67.50
4,2013-12-06,06:00,68.96
4,2013-12-06,06:15,69.09
4,2013-12-06,06:30,73.15
4,2013-12-06,06:45,75.62
4,2013-12-06,07:00,77.96
4,2013-12-06,07:15,82.84
4,2013-12-06,07:30,81.63
4,2013-12-06,07:45,77.40
4,2013-12-06,08:00,80.38
4,2013-12-06,08:15,85.52
4,2013-12-06,08:30,81.38
4,2013-12-06,08:45,72.59
4,2013-12-06,09:00,71.59
4,2013-12-06,09:15,72.78
4,2013-12-06,09:30,73.39
4,2013-12-06,09:45,71.29
4,2013-12-06,10:00,73.53
4,2013-12-06,10:15,71.83
4,2013-12-06,10:30,73.83
4,2013-12-06,10:45,72.64
4,2013-12-06,11:00,71.28
4,2013-12-06,11:15,71.36
4,2013-12-06,11:30,70.79
4,2013-12-06,11:45,70.66
4,2013-12-06,12:00,73.14
4,2013-12-06,12:15,71.37
4,2013-12-06,12:30,72.49
4,2013-12-06,12:45,70.94
4,2013-12-06,13:00,70.08
4,2013-12-06,13:15,70.52
4,2013-12-06,13:30,70.11
4,2013-12-06,13:45,69.50
4,2013-12-06,14:00,70.37
4,2013-12-06,14:15,71.93
4,2013-12-06,14:30,70.59
4,2013-12-06,14:45,70.24
4,2013-12-06,15:00,72.17
4,2013-12-06,15:15,72.92
4,2013-12-06,15:30,71.21
4,2013-12-06,15:45,72.45
4,2013-12-06,16:00,72.27
4,2013-12-06,16:15,77.77
4,2013-12-06,16:30,79.13
4,2013-12-06,16:45,77.92
4,2013-12-06,17:00,74.07
4,2013-12-06,17:15,76.90
4,2013-12-06,17:30,75.56
4,2013-12-06,17:45,70.02
4,2013-12-06,18:00,76.26
4,2013-12-06,18:15,70.28
4,2013-12-06,18:30,71.07
4,2013-12-06,18:45,71.40
4,2013-12-06,19:00,71.17
4,2013-12-06,19:15,70.21
4,2013-12-06,19:30,70.22
4,2013-12-06,19:45,70.00
4,2013-12-06,20:00,70.96
4,2013-12-06,20:15,69.34
4,2013-12-06,20:30,69.39
4,2013-12-06,20:45,69.72
4,2013-12-06,21:00,68.27
4,2013-12-06,21:15,69.12
4,2013-12-06,21:30,70.01
4,2013-12-06,21:45,69.70
4,2013-12-06,22:00,67.88
4,2013-12-06,22:15,67.86
4,2013-12-06,22:30,71.75
4,2013-12-06,22:45,69.72
4,2013-12-06,23:00,69.10
4,2013-12-06,23:15,69.33
4,2013-12-06,23:30,69.42
4,2013-12-06,23:45,69.93
4,2013-12-13,00:00,74.45
4,2013-12-13,00:15,71.01
4,2013-12-13,00:30,73.13
4,2013-12-13,00:45,74.43
4,2013-12-13,01:00,77.17
4,2013-12-13,01:15,74.64
4,2013-12-13,01:30,72.21
4,2013-12-13,01:45,74.96
4,2013-12-13,02:00,76.53
4,2013-12-13,02:15,77.58
4,2013-12-13,02:30,73.00
4,2013-12-13,02:45,74.79
4,2013-12-13,03:00,73.74
4,2013-12-13,03:15,73.98
4,2013-12-13,03:30,73.71
4,2013-12-13,03:45,74.49
4,2013-12-13,04:00,70.89
4,2013-12-13,04:15,73.00
4,2013-12-13,04:30,71.51
4,2013-12-13,04:45,70.75
4,2013-12-13,05:00,71.09
4,2013-12-13,05:15,68.94
4,2013-12-13,05:30,68.85
4,2013-12-13,05:45,68.16
4,2013-12-13,06:00,69.93
4,2013-12-13,06:15,72.63
4,2013-12-13,06:30,74.53
4,2013-12-13,06:45,75.52
4,2013-12-13,07:00,77.46
4,2013-12-13,07:15,84.59
4,2013-12-13,07:30,90.03
4,2013-12-13,07:45,81.74
4,2013-12-13,08:00,78.49
4,2013-12-13,08:15,78.07
4,2013-12-13,08:30,76.24
4,2013-12-13,08:45,74.23
4,2013-12-13,09:00,71.94
4,2013-12-13,09:15,71.88
4,2013-12-13,09:30,72.92
4,2013-12-13,09:45,72.16
4,2013-12-13,10:00,70.80
4,2013-12-13,10:15,74.17
4,2013-12-13,10:30,72.79
4,2013-12-13,10:45,71.17
4,2013-12-13,11:00,71.39
4,2013-12-13,11:15,71.77
4,2013-12-13,11:30,70.45
4,2013-12-13,11:45,72.82
4,2013-12-13,12:00,74.54
4,2013-12-13,12:15,73.74
4,2013-12-13,12:30,74.40
4,2013-12-13,12:45,81.95
4,2013-12-13,13:00,82.32
4,2013-12-13,13:15,79.45
4,2013-12-13,13:30,82.04
4,2013-12-13,13:45,84.10
4,2013-12-13,14:00,76.32
4,2013-12-13,14:15,77.71
4,2013-12-13,14:30,79.12
4,2013-12-13,14:45,76.58
4,2013-12-13,15:00,74.86
4,2013-12-13,15:15,77.14
4,2013-12-13,15:30,86.55
4,2013-12-13,15:45,95.63
4,2013-12-13,16:00,95.09
4,2013-12-13,16:15,93.39
4,2013-12-13,16:30,93.52
4,2013-12-13,16:45,83.03
4,2013-12-13,17:00,85.21
4,2013-12-13,17:15,91.39
4,2013-12-13,17:30,85.30
4,2013-12-13,17:45,80.48
4,2013-12-13,18:00,80.38
4,2013-12-13,18:15,75.03
4,2013-12-13,18:30,71.97
4,2013-12-13,18:45,73.16
4,2013-12-13,19:00,73.17
4,2013-12-13,19:15,71.79
4,2013-12-13,19:30,71.84
4,2013-12-13,19:45,69.22
4,2013-12-13,20:00,69.40
4,2013-12-13,20:15,69.51
4,2013-12-13,20:30,68.44
4,2013-12-13,20:45,69.84
4,2013-12-13,21:00,67.54
4,2013-12-13,21:15,66.73
4,2013-12-13,21:30,70.28
4,2013-12-13,21:45,68.51
4,2013-12-13,22:00,68.50
4,2013-12-13,22:15,68.41
4,2013-12-13,22:30,69.56
4,2013-12-13,22:45,68.81
4,2013-12-13,23:00,67.86
4,2013-12-13,23:15,68.83
4,2013-12-13,23:30,68.42
4,2013-12-13,23:45,66.30
4,2013-12-20,00:00,70.64
4,2013-12-20,00:15,72.04
4,2013-12-20,00:30,73.96
4,2013-12-20,00:45,77.00
4,2013-12-20,01:00,79.24
4,2013-12-20,01:15,73.11
4,2013-12-20,01:30,74.46
4,2013-12-20,01:45,77.93
4,2013-12-20,02:00,78.58
4,2013-12-20,02:15,73.48
4,2013-12-20,02:30,77.43
4,2013-12-20,02:45,72.93
4,2013-12-20,03:00,75.49
4,2013-12-20,03:15,76.01
4,2013-12-20,03:30,75.98
4,2013-12-20,03:45,72.91
4,2013-12-20,04:00,69.86
4,2013-12-20,04:15,73.83
4,2013-12-20,04:30,70.42
4,2013-12-20,04:45,71.54
4,2013-12-20,05:00,71.16
4,2013-12-20,05:15,69.42
4,2013-12-20,05:30,69.56
4,2013-12-20,05:45,69.14
4,2013-12-20,06:00,68.12
4,2013-12-20,06:15,70.12
4,2013-12-20,06:30,73.12
4,2013-12-20,06:45,74.47
4,2013-12-20,07:00,76.87
4,2013-12-20,07:15,81.01
4,2013-12-20,07:30,78.77
4,2013-12-20,07:45,81.56
4,2013-12-20,08:00,78.92
4,2013-12-20,08:15,76.13
4,2013-12-20,08:30,74.26
4,2013-12-20,08:45,74.15
4,2013-12-20,09:00,74.88
4,2013-12-20,09:15,73.60
4,2013-12-20,09:30,71.53
4,2013-12-20,09:45,72.41
4,2013-12-20,10:00,76.55
4,2013-12-20,10:15,75.12
4,2013-12-20,10:30,71.46
4,2013-12-20,10:45,73.93
4,2013-12-20,11:00,73.48
4,2013-12-20,11:15,72.93
4,2013-12-20,11:30,71.71
4,2013-12-20,11:45,71.37
4,2013-12-20,12:00,68.97
4,2013-12-20,12:15,69.78
4,2013-12-20,12:30,69.78
4,2013-12-20,12:45,67.58
4,2013-12-20,13:00,68.33
4,2013-12-20,13:15,68.46
4,2013-12-20,13:30,70.42
4,2013-12-20,13:45,69.17
4,2013-12-20,14:00,70.06
4,2013-12-20,14:15,69.04
4,2013-12-20,14:30,69.90
4,2013-12-20,14:45,70.33
4,2013-12-20,15:00,70.51
4,2013-12-20,15:15,70.10
4,2013-12-20,15:30,70.61
4,2013-12-20,15:45,70.93
4,2013-12-20,16:00,71.49
4,2013-12-20,16:15,73.36
4,2013-12-20,16:30,72.16
4,2013-12-20,16:45,71.52
4,2013-12-20,17:00,71.92
4,2013-12-20,17:15,73.05
4,2013-12-20,17:30,73.17
4,2013-12-20,17:45,72.18
4,2013-12-20,18:00,70.95
4,2013-12-20,18:15,71.02
4,2013-12-20,18:30,71.41
4,2013-12-20,18:45,71.33
4,2013-12-20,19:00,70.54
4,2013-12-20,19:15,70.89
4,2013-12-20,19:30,69.90
4,2013-12-20,19:45,70.57
4,2013-12-20,20:00,70.94
4,2013-12-20,20:15,69.91
4,2013-12-20,20:30,69.86
4,2013-12-20,20:45,70.84
4,2013-12-20,21:00,68.90
4,2013-12-20,21:15,69.55
4,2013-12-20,21:30,70.23
4,2013-12-20,21:45,69.69
4,2013-12-20,22:00,70.14
4,2013-12-20,22:15,70.37
4,2013-12-20,22:30,69.66
4,2013-12-20,22:45,70.12
4,2013-12-20,23:00,68.95
4,2013-12-20,23:15,68.50
4,2013-12-20,23:30,69.71
4,2013-12-20,23:45,69.96
4,2013-12-27,00:00,73.77
4,2013-12-27,00:15,77.72
4,2013-12-27,00:30,72.03
4,2013-12-27,00:45,72.15
4,2013-12-27,01:00,75.40
4,2013-12-27,01:15,76.11
4,2013-12-27,01:30,69.48
4,2013-12-27,01:45,74.16
4,2013-12-27,02:00,76.69
4,2013-12-27,02:15,73.15
4,2013-12-27,02:30,78.35
4,2013-12-27,02:45,76.18
4,2013-12-27,03:00,72.12
4,2013-12-27,03:15,71.88
4,2013-12-27,03:30,74.16
4,2013-12-27,03:45,74.06
4,2013-12-27,04:00,73.33
4,2013-12-27,04:15,70.42
4,2013-12-27,04:30,71.00
4,2013-12-27,04:45,68.82
4,2013-12-27,05:00,69.45
4,2013-12-27,05:15,69.46
4,2013-12-27,05:30,70.00
4,2013-12-27,05:45,68.94
4,2013-12-27,06:00,67.18
4,2013-12-27,06:15,67.43
4,2013-12-27,06:30,69.62
4,2013-12-27,06:45,67.74
4,2013-12-27,07:00,68.64
4,2013-12-27,07:15,68.56
4,2013-12-27,07:30,69.00
4,2013-12-27,07:45,67.27
4,2013-12-27,08:00,68.50
4,2013-12-27,08:15,67.42
4,2013-12-27,08:30,65.94
4,2013-12-27,08:45,67.16
4,2013-12-27,09:00,67.53
4,2013-12-27,09:15,69.18
4,2013-12-27,09:30,69.04
4,2013-12-27,09:45,69.39
4,2013-12-27,10:00,72.50
4,2013-12-27,10:15,74.30
4,2013-12-27,10:30,77.43
4,2013-12-27,10:45,85.12
4,2013-12-27,11:00,154.41
4,2013-12-27,11:15,167.51
4,2013-12-27,11:30,225.24
4,2013-12-27,11:45,226.03
4,2013-12-27,12:00,218.12
4,2013-12-27,12:15,165.36
4,2013-12-27,12:30,180.73
4,2013-12-27,12:45,181.66
4,2013-12-27,13:00,159.82
4,2013-12-27,13:15,125.54
4,2013-12-27,13:30,104.87
4,2013-12-27,13:45,102.46
4,2013-12-27,14:00,101.41
4,2013-12-27,14:15,98.17
4,2013-12-27,14:30,100.18
4,2013-12-27,14:45,88.42
4,2013-12-27,15:00,66.45
4,2013-12-27,15:15,66.63
4,2013-12-27,15:30,67.20
4,2013-12-27,15:45,66.73
4,2013-12-27,16:00,67.65
4,2013-12-27,16:15,66.64
4,2013-12-27,16:30,67.87
4,2013-12-27,16:45,69.72
4,2013-12-27,17:00,69.91
4,2013-12-27,17:15,68.41
4,2013-12-27,17:30,68.42
4,2013-12-27,17:45,68.41
4,2013-12-27,18:00,67.43
4,2013-12-27,18:15,66.16
4,2013-12-27,18:30,66.33
4,2013-12-27,18:45,65.30
4,2013-12-27,19:00,66.71
4,2013-12-27,19:15,66.01
4,2013-12-27,19:30,66.68
4,2013-12-27,19:45,66.14
4,2013-12-27,20:00,67.18
4,2013-12-27,20:15,65.13
4,2013-12-27,20:30,64.42
4,2013-12-27,20:45,65.53
4,2013-12-27,21:00,64.93
4,2013-12-27,21:15,65.28
4,2013-12-27,21:30,66.96
4,2013-12-27,21:45,66.19
4,2013-12-27,22:00,65.54
4,2013-12-27,22:15,67.86
4,2013-12-27,22:30,68.51
4,2013-12-27,22:45,68.12
4,2013-12-27,23:00,67.34
4,2013-12-27,23:15,68.13
4,2013-12-27,23:30,67.11
4,2013-12-27,23:45,68.00
3,2013-12-06,00:00,147.41
3,2013-12-06,00:15,147.56
3,2013-12-06,00:30,146.95
3,2013-12-06,00:45,151.37
3,2013-12-06,01:00,157.85
3,2013-12-06,01:15,155.27
3,2013-12-06,01:30,162.91
3,2013-12-06,01:45,165.63
3,2013-12-06,02:00,161.94
3,2013-12-06,02:15,157.94
3,2013-12-06,02:30,157.52
3,2013-12-06,02:45,156.82
3,2013-12-06,03:00,154.97
3,2013-12-06,03:15,154.83
3,2013-12-06,03:30,156.51
3,2013-12-06,03:45,154.14
3,2013-12-06,04:00,150.81
3,2013-12-06,04:15,153.98
3,2013-12-06,04:30,136.16
3,2013-12-06,04:45,136.16
3,2013-12-06,05:00,136.16
3,2013-12-06,05:15,137.44
3,2013-12-06,05:30,138.71
3,2013-12-06,05:45,147.88
3,2013-12-06,06:00,139.71
3,2013-12-06,06:15,141.33
3,2013-12-06,06:30,154.55
3,2013-12-06,06:45,158.97
3,2013-12-06,07:00,170.64
