LinkRef,Date,TimePeriod,AverageJT
4,2013-10-03,00:00,71.29
4,2013-10-03,00:15,70.07
4,2013-10-03,00:30,71.49
4,2013-10-03,00:45,79.05
4,2013-10-03,01:00,75.34
4,2013-10-03,01:15,71.20
4,2013-10-03,01:30,73.56
4,2013-10-03,01:45,74.84
4,2013-10-03,02:00,77.95
4,2013-10-03,02:15,76.24
4,2013-10-03,02:30,73.65
4,2013-10-03,02:45,75.78
4,2013-10-03,03:00,75.16
4,2013-10-03,03:15,73.78
4,2013-10-03,03:30,79.10
4,2013-10-03,03:45,74.96
4,2013-10-03,04:00,75.55
4,2013-10-03,04:15,70.48
4,2013-10-03,04:30,74.25
4,2013-10-03,04:45,71.58
4,2013-10-03,05:00,69.91
4,2013-10-03,05:15,68.79
4,2013-10-03,05:30,69.36
4,2013-10-03,05:45,67.72
4,2013-10-03,06:00,68.89
4,2013-10-03,06:15,70.45
4,2013-10-03,06:30,75.11
4,2013-10-03,06:45,78.01
4,2013-10-03,07:00,83.70
4,2013-10-03,07:15,91.88
4,2013-10-03,07:30,94.48
4,2013-10-03,07:45,92.90
4,2013-10-03,08:00,94.90
4,2013-10-03,08:15,94.53
4,2013-10-03,08:30,93.08
4,2013-10-03,08:45,93.20
4,2013-10-03,09:00,97.00
4,2013-10-03,09:15,74.45
4,2013-10-03,09:30,74.47
4,2013-10-03,09:45,72.87
4,2013-10-03,10:00,72.11
4,2013-10-03,10:15,70.76
4,2013-10-03,10:30,71.96
4,2013-10-03,10:45,71.95
4,2013-10-03,11:00,71.62
4,2013-10-03,11:15,72.12
4,2013-10-03,11:30,73.65
4,2013-10-03,11:45,75.81
4,2013-10-03,12:00,75.48
4,2013-10-03,12:15,72.79
4,2013-10-03,12:30,72.14
4,2013-10-03,12:45,73.51
4,2013-10-03,13:00,72.63
4,2013-10-03,13:15,71.74
4,2013-10-03,13:30,70.23
4,2013-10-03,13:45,71.28
4,2013-10-03,14:00,71.36
4,2013-10-03,14:15,72.58
4,2013-10-03,14:30,71.09
4,2013-10-03,14:45,70.63
4,2013-10-03,15:00,71.00
4,2013-10-03,15:15,71.01
4,2013-10-03,15:30,69.13
4,2013-10-03,15:45,69.83
4,2013-10-03,16:00,71.53
4,2013-10-03,16:15,70.73
4,2013-10-03,16:30,72.46
4,2013-10-03,16:45,69.83
4,2013-10-03,17:00,69.37
4,2013-10-03,17:15,70.21
4,2013-10-03,17:30,69.68
4,2013-10-03,17:45,67.26
4,2013-10-03,18:00,68.75
4,2013-10-03,18:15,68.14
4,2013-10-03,18:30,65.39
4,2013-10-03,18:45,68.50
4,2013-10-03,19:00,67.98
4,2013-10-03,19:15,68.94
4,2013-10-03,19:30,67.45
4,2013-10-03,19:45,67.14
4,2013-10-03,20:00,69.29
4,2013-10-03,20:15,68.49
4,2013-10-03,20:30,70.10
4,2013-10-03,20:45,70.48
4,2013-10-03,21:00,73.13
4,2013-10-03,21:15,68.75
4,2013-10-03,21:30,73.00
4,2013-10-03,21:45,75.03
4,2013-10-03,22:00,76.61
4,2013-10-03,22:15,75.46
4,2013-10-03,22:30,75.47
4,2013-10-03,22:45,72.62
4,2013-10-03,23:00,75.42
4,2013-10-03,23:15,72.58
4,2013-10-03,23:30,74.02
4,2013-10-03,23:45,73.62
4,2013-10-10,00:00,74.41
4,2013-10-10,00:15,69.03
4,2013-10-10,00:30,72.38
4,2013-10-10,00:45,75.43
4,2013-10-10,01:00,78.19
4,2013-10-10,01:15,76.37
4,2013-10-10,01:30,73.95
4,2013-10-10,01:45,76.79
4,2013-10-10,02:00,68.69
4,2013-10-10,02:15,75.71
4,2013-10-10,02:30,72.78
4,2013-10-10,02:45,79.41
4,2013-10-10,03:00,76.83
4,2013-10-10,03:15,73.80
4,2013-10-10,03:30,72.66
4,2013-10-10,03:45,75.62
4,2013-10-10,04:00,71.84
4,2013-10-10,04:15,71.59
4,2013-10-10,04:30,76.62
4,2013-10-10,04:45,71.54
4,2013-10-10,05:00,70.05
4,2013-10-10,05:15,69.29
4,2013-10-10,05:30,68.21
4,2013-10-10,05:45,67.63
4,2013-10-10,06:00,67.82
4,2013-10-10,06:15,70.15
4,2013-10-10,06:30,77.37
4,2013-10-10,06:45,77.36
4,2013-10-10,07:00,80.58
4,2013-10-10,07:15,82.96
4,2013-10-10,07:30,80.28
4,2013-10-10,07:45,83.47
4,2013-10-10,08:00,90.50
4,2013-10-10,08:15,94.15
4,2013-10-10,08:30,96.38
4,2013-10-10,08:45,89.90
4,2013-10-10,09:00,74.51
4,2013-10-10,09:15,73.19
4,2013-10-10,09:30,71.61
4,2013-10-10,09:45,74.02
4,2013-10-10,10:00,73.63
4,2013-10-10,10:15,73.98
4,2013-10-10,10:30,71.58
4,2013-10-10,10:45,72.55
4,2013-10-10,11:00,72.29
4,2013-10-10,11:15,71.49
4,2013-10-10,11:30,72.18
4,2013-10-10,11:45,70.65
4,2013-10-10,12:00,71.49
4,2013-10-10,12:15,71.53
4,2013-10-10,12:30,71.59
4,2013-10-10,12:45,76.03
4,2013-10-10,13:00,72.39
4,2013-10-10,13:15,71.57
4,2013-10-10,13:30,71.20
4,2013-10-10,13:45,72.10
4,2013-10-10,14:00,70.94
4,2013-10-10,14:15,73.20
4,2013-10-10,14:30,70.98
4,2013-10-10,14:45,72.33
4,2013-10-10,15:00,72.37
4,2013-10-10,15:15,71.28
4,2013-10-10,15:30,70.81
4,2013-10-10,15:45,71.30
4,2013-10-10,16:00,70.26
4,2013-10-10,16:15,70.44
4,2013-10-10,16:30,71.70
4,2013-10-10,16:45,70.47
4,2013-10-10,17:00,70.19
4,2013-10-10,17:15,71.38
4,2013-10-10,17:30,71.02
4,2013-10-10,17:45,69.18
4,2013-10-10,18:00,70.62
4,2013-10-10,18:15,69.84
4,2013-10-10,18:30,67.40
4,2013-10-10,18:45,69.73
4,2013-10-10,19:00,71.58
4,2013-10-10,19:15,72.12
4,2013-10-10,19:30,69.81
4,2013-10-10,19:45,68.53
4,2013-10-10,20:00,68.42
4,2013-10-10,20:15,69.91
4,2013-10-10,20:30,69.13
4,2013-10-10,20:45,70.45
4,2013-10-10,21:00,70.35
4,2013-10-10,21:15,70.87
4,2013-10-10,21:30,69.78
4,2013-10-10,21:45,69.22
4,2013-10-10,22:00,71.87
4,2013-10-10,22:15,71.63
4,2013-10-10,22:30,72.62
4,2013-10-10,22:45,70.47
4,2013-10-10,23:00,69.50
4,2013-10-10,23:15,68.42
4,2013-10-10,23:30,69.60
4,2013-10-10,23:45,71.51
4,2013-10-17,00:00,75.05
4,2013-10-17,00:15,71.03
4,2013-10-17,00:30,74.94
4,2013-10-17,00:45,75.26
4,2013-10-17,01:00,76.71
4,2013-10-17,01:15,75.44
4,2013-10-17,01:30,72.75
4,2013-10-17,01:45,75.00
4,2013-10-17,02:00,77.27
4,2013-10-17,02:15,75.39
4,2013-10-17,02:30,75.31
4,2013-10-17,02:45,72.82
4,2013-10-17,03:00,74.61
4,2013-10-17,03:15,72.46
4,2013-10-17,03:30,73.19
4,2013-10-17,03:45,73.75
4,2013-10-17,04:00,75.74
4,2013-10-17,04:15,72.24
4,2013-10-17,04:30,69.87
4,2013-10-17,04:45,70.89
4,2013-10-17,05:00,68.06
4,2013-10-17,05:15,68.49
4,2013-10-17,05:30,67.42
4,2013-10-17,05:45,65.98
4,2013-10-17,06:00,68.92
4,2013-10-17,06:15,72.31
4,2013-10-17,06:30,75.49
4,2013-10-17,06:45,78.87
4,2013-10-17,07:00,87.92
4,2013-10-17,07:15,90.14
4,2013-10-17,07:30,85.12
4,2013-10-17,07:45,89.51
4,2013-10-17,08:00,93.18
4,2013-10-17,08:15,94.36
4,2013-10-17,08:30,94.16
4,2013-10-17,08:45,94.26
4,2013-10-17,09:00,93.88
4,2013-10-17,09:15,77.69
4,2013-10-17,09:30,71.73
4,2013-10-17,09:45,72.48
4,2013-10-17,10:00,72.36
4,2013-10-17,10:15,71.64
4,2013-10-17,10:30,73.29
4,2013-10-17,10:45,71.80
4,2013-10-17,11:00,72.38
4,2013-10-17,11:15,70.56
4,2013-10-17,11:30,71.71
