LinkRef,Date,TimePeriod,AverageJT
4,2013-12-05,00:00,71.12
4,2013-12-05,00:15,73.35
4,2013-12-05,00:30,79.84
4,2013-12-05,00:45,74.38
4,2013-12-05,01:00,75.54
4,2013-12-05,01:15,75.96
4,2013-12-05,01:30,71.98
4,2013-12-05,01:45,78.09
4,2013-12-05,02:00,75.49
4,2013-12-05,02:15,78.23
4,2013-12-05,02:30,74.26
4,2013-12-05,02:45,74.72
4,2013-12-05,03:00,71.79
4,2013-12-05,03:15,75.68
4,2013-12-05,03:30,74.90
4,2013-12-05,03:45,78.56
4,2013-12-05,04:00,72.98
4,2013-12-05,04:15,72.59
4,2013-12-05,04:30,73.64
4,2013-12-05,04:45,71.86
4,2013-12-05,05:00,68.50
4,2013-12-05,05:15,68.81
4,2013-12-05,05:30,69.49
4,2013-12-05,05:45,67.69
4,2013-12-05,06:00,67.21
4,2013-12-05,06:15,72.05
4,2013-12-05,06:30,72.28
4,2013-12-05,06:45,81.77
4,2013-12-05,07:00,85.63
4,2013-12-05,07:15,85.42
4,2013-12-05,07:30,88.51
4,2013-12-05,07:45,95.38
4,2013-12-05,08:00,96.77
4,2013-12-05,08:15,96.40
4,2013-12-05,08:30,88.77
4,2013-12-05,08:45,80.14
4,2013-12-05,09:00,77.72
4,2013-12-05,09:15,73.71
4,2013-12-05,09:30,74.90
4,2013-12-05,09:45,72.23
4,2013-12-05,10:00,69.87
4,2013-12-05,10:15,71.65
4,2013-12-05,10:30,70.74
4,2013-12-05,10:45,70.98
4,2013-12-05,11:00,71.27
4,2013-12-05,11:15,70.17
4,2013-12-05,11:30,69.27
4,2013-12-05,11:45,70.39
4,2013-12-05,12:00,70.15
4,2013-12-05,12:15,69.25
4,2013-12-05,12:30,70.96
4,2013-12-05,12:45,70.16
4,2013-12-05,13:00,69.73
4,2013-12-05,13:15,70.13
4,2013-12-05,13:30,70.59
4,2013-12-05,13:45,70.28
4,2013-12-05,14:00,73.38
4,2013-12-05,14:15,71.01
4,2013-12-05,14:30,69.99
4,2013-12-05,14:45,69.87
4,2013-12-05,15:00,72.57
4,2013-12-05,15:15,71.07
4,2013-12-05,15:30,72.29
4,2013-12-05,15:45,73.36
4,2013-12-05,16:00,77.89
4,2013-12-05,16:15,75.06
4,2013-12-05,16:30,78.42
4,2013-12-05,16:45,81.10
4,2013-12-05,17:00,82.50
4,2013-12-05,17:15,81.41
4,2013-12-05,17:30,79.84
4,2013-12-05,17:45,81.09
4,2013-12-05,18:00,80.92
4,2013-12-05,18:15,76.87
4,2013-12-05,18:30,96.00
4,2013-12-05,18:45,70.88
4,2013-12-05,19:00,70.69
4,2013-12-05,19:15,69.17
4,2013-12-05,19:30,71.34
4,2013-12-05,19:45,70.73
4,2013-12-05,20:00,68.78
4,2013-12-05,20:15,69.27
4,2013-12-05,20:30,69.42
4,2013-12-05,20:45,70.97
4,2013-12-05,21:00,68.36
4,2013-12-05,21:15,69.87
4,2013-12-05,21:30,73.47
4,2013-12-05,21:45,76.23
4,2013-12-05,22:00,79.51
4,2013-12-05,22:15,78.07
4,2013-12-05,22:30,80.09
4,2013-12-05,22:45,78.08
4,2013-12-05,23:00,77.62
4,2013-12-05,23:15,76.93
4,2013-12-05,23:30,73.66
4,2013-12-05,23:45,76.70
4,2013-12-12,00:00,73.53
4,2013-12-12,00:15,74.87
4,2013-12-12,00:30,75.82
4,2013-12-12,00:45,75.46
4,2013-12-12,01:00,77.25
4,2013-12-12,01:15,78.89
4,2013-12-12,01:30,74.47
4,2013-12-12,01:45,77.24
4,2013-12-12,02:00,77.02
4,2013-12-12,02:15,75.72
4,2013-12-12,02:30,79.57
4,2013-12-12,02:45,76.43
4,2013-12-12,03:00,76.14
4,2013-12-12,03:15,74.48
4,2013-12-12,03:30,74.52
4,2013-12-12,03:45,73.84
4,2013-12-12,04:00,71.71
4,2013-12-12,04:15,75.32
4,2013-12-12,04:30,72.12
4,2013-12-12,04:45,71.25
4,2013-12-12,05:00,70.98
4,2013-12-12,05:15,70.05
4,2013-12-12,05:30,69.15
4,2013-12-12,05:45,68.60
4,2013-12-12,06:00,70.54
