LinkRef,Date,TimePeriod,AverageJT
4,2014-06-02,00:00,66.90
4,2014-06-02,00:15,67.39
4,2014-06-02,00:30,71.89
4,2014-06-02,00:45,75.46
4,2014-06-02,01:00,75.50
4,2014-06-02,01:15,72.47
4,2014-06-02,01:30,72.25
4,2014-06-02,01:45,73.21
4,2014-06-02,02:00,72.81
4,2014-06-02,02:15,71.33
4,2014-06-02,02:30,72.37
4,2014-06-02,02:45,73.61
4,2014-06-02,03:00,71.53
4,2014-06-02,03:15,73.66
4,2014-06-02,03:30,72.11
4,2014-06-02,03:45,69.38
4,2014-06-02,04:00,69.40
4,2014-06-02,04:15,68.68
4,2014-06-02,04:30,68.41
4,2014-06-02,04:45,68.08
4,2014-06-02,05:00,66.06
4,2014-06-02,05:15,65.13
4,2014-06-02,05:30,66.22
4,2014-06-02,05:45,67.03
4,2014-06-02,06:00,67.12
4,2014-06-02,06:15,72.41
4,2014-06-02,06:30,73.44
4,2014-06-02,06:45,75.85
4,2014-06-02,07:00,77.54
4,2014-06-02,07:15,85.31
4,2014-06-02,07:30,85.45
4,2014-06-02,07:45,92.37
4,2014-06-02,08:00,92.47
4,2014-06-02,08:15,91.72
4,2014-06-02,08:30,93.13
4,2014-06-02,08:45,95.73
4,2014-06-02,09:00,76.62
4,2014-06-02,09:15,71.47
4,2014-06-02,09:30,71.83
4,2014-06-02,09:45,72.45
4,2014-06-02,10:00,71.86
4,2014-06-02,10:15,70.63
4,2014-06-02,10:30,71.10
4,2014-06-02,10:45,72.45
4,2014-06-02,11:00,71.89
4,2014-06-02,11:15,70.59
4,2014-06-02,11:30,71.79
4,2014-06-02,11:45,71.03
4,2014-06-02,12:00,71.39
4,2014-06-02,12:15,72.23
4,2014-06-02,12:30,69.62
4,2014-06-02,12:45,69.78
4,2014-06-02,13:00,70.67
4,2014-06-02,13:15,70.87
4,2014-06-02,13:30,72.65
4,2014-06-02,13:45,71.90
4,2014-06-02,14:00,71.02
4,2014-06-02,14:15,71.30
4,2014-06-02,14:30,70.70
4,2014-06-02,14:45,68.63
