LinkRef,Date,TimePeriod,AverageJT
4,2012-10-07,00:00,66.189999999999998
4,2012-10-07,00:15,66.480000000000004
4,2012-10-07,00:30,67.879999999999995
4,2012-10-07,00:45,68.370000000000005
4,2012-10-07,01:00,67.700000000000003
4,2012-10-07,01:15,68.349999999999994
4,2012-10-07,01:30,67.760000000000005
4,2012-10-07,01:45,69.859999999999999
4,2012-10-07,02:00,68.760000000000005
4,2012-10-07,02:15,69.739999999999995
4,2012-10-07,02:30,71.670000000000002
4,2012-10-07,02:45,71.310000000000002
4,2012-10-07,03:00,67.579999999999998
4,2012-10-07,03:15,70.159999999999997
4,2012-10-07,03:30,67.840000000000003
4,2012-10-07,03:45,66.209999999999994
4,2012-10-07,04:00,69.760000000000005
4,2012-10-07,04:15,72.079999999999998
4,2012-10-07,04:30,68.290000000000006
4,2012-10-07,04:45,70.159999999999997
4,2012-10-07,05:00,66.25
4,2012-10-07,05:15,66.760000000000005
4,2012-10-07,05:30,68.829999999999998
4,2012-10-07,05:45,67.709999999999994
4,2012-10-07,06:00,65.829999999999998
4,2012-10-07,06:15,65.719999999999999
4,2012-10-07,06:30,67.079999999999998
4,2012-10-07,06:45,66.269999999999996
4,2012-10-07,07:00,66.519999999999996
4,2012-10-07,07:15,65.909999999999997
4,2012-10-07,07:30,64.810000000000002
4,2012-10-07,07:45,65.060000000000002
4,2012-10-07,08:00,65.280000000000001
4,2012-10-07,08:15,65.930000000000007
4,2012-10-07,08:30,66.019999999999996
4,2012-10-07,08:45,66.700000000000003
4,2012-10-07,09:00,67.219999999999999
4,2012-10-07,09:15,66.290000000000006
4,2012-10-07,09:30,67.689999999999998
4,2012-10-07,09:45,67.849999999999994
4,2012-10-07,10:00,67.230000000000004
4,2012-10-07,10:15,69.060000000000002
4,2012-10-07,10:30,68.609999999999999
4,2012-10-07,10:45,68.859999999999999
4,2012-10-07,11:00,69.049999999999997
4,2012-10-07,11:15,69.459999999999994
4,2012-10-07,11:30,71.680000000000007
4,2012-10-07,11:45,67.879999999999995
4,2012-10-07,12:00,69.280000000000001
4,2012-10-07,12:15,67.629999999999995
4,2012-10-07,12:30,66.180000000000007
4,2012-10-07,12:45,68.060000000000002
4,2012-10-07,13:00,66.670000000000002
