LinkRef,Date,TimePeriod,AverageJT
4,2012-05-20,00:00,67.049999999999997
4,2012-05-06,00:00,66.519999999999996
4,2012-05-13,00:00,68.890000000000001
4,2012-05-27,00:00,69.349999999999994
4,2012-05-20,00:15,67.290000000000006
4,2012-05-06,00:15,68.049999999999997
4,2012-05-13,00:15,67.400000000000006
4,2012-05-27,00:15,67.019999999999996
4,2012-05-20,00:30,67.400000000000006
4,2012-05-06,00:30,67.049999999999997
4,2012-05-13,00:30,69.709999999999994
4,2012-05-27,00:30,67.219999999999999
4,2012-05-20,00:45,67.560000000000002
4,2012-05-06,00:45,69.430000000000007
4,2012-05-13,00:45,66.549999999999997
4,2012-05-27,00:45,67.579999999999998
4,2012-05-20,01:00,66.980000000000004
4,2012-05-06,01:00,69.879999999999995
4,2012-05-13,01:00,67.769999999999996
4,2012-05-27,01:00,65.579999999999998
4,2012-05-20,01:15,70.170000000000002
4,2012-05-06,01:15,69.049999999999997
4,2012-05-13,01:15,70.480000000000004
4,2012-05-27,01:15,69.150000000000006
4,2012-05-20,01:30,72.189999999999998
4,2012-05-06,01:30,70.450000000000003
4,2012-05-13,01:30,67.400000000000006
4,2012-05-27,01:30,70.049999999999997
4,2012-05-20,01:45,70.519999999999996
4,2012-05-06,01:45,70.819999999999993
4,2012-05-13,01:45,68.560000000000002
4,2012-05-27,01:45,70.640000000000001
4,2012-05-20,02:00,68.769999999999996
4,2012-05-06,02:00,67.25
4,2012-05-13,02:00,72.939999999999998
4,2012-05-27,02:00,69.060000000000002
4,2012-05-20,02:15,68.180000000000007
4,2012-05-06,02:15,71.450000000000003
4,2012-05-13,02:15,69.650000000000006
4,2012-05-27,02:15,66.890000000000001
4,2012-05-06,02:30,71.170000000000002
4,2012-05-13,02:30,68.269999999999996
4,2012-05-27,02:30,71.599999999999994
4,2012-05-20,02:30,66.870000000000005
4,2012-05-06,02:45,73.230000000000004
4,2012-05-13,02:45,68.700000000000003
4,2012-05-20,02:45,73.230000000000004
4,2012-05-27,02:45,70.530000000000001
4,2012-05-06,03:00,70.849999999999994
4,2012-05-13,03:00,68.109999999999999
4,2012-05-27,03:00,65.329999999999998
4,2012-05-20,03:00,74.030000000000001
4,2012-05-06,03:15,69.310000000000002
4,2012-05-13,03:15,68.939999999999998
4,2012-05-20,03:15,73.950000000000003
4,2012-05-27,03:15,68.75
4,2012-05-06,03:30,67.329999999999998
4,2012-05-13,03:30,68.829999999999998
4,2012-05-27,03:30,70.129999999999995
4,2012-05-20,03:30,72.709999999999994
4,2012-05-06,03:45,70.670000000000002
4,2012-05-13,03:45,67.030000000000001
4,2012-05-20,03:45,70.170000000000002
4,2012-05-27,03:45,72.030000000000001
4,2012-05-06,04:00,71.560000000000002
4,2012-05-13,04:00,70.230000000000004
4,2012-05-27,04:00,67.450000000000003
4,2012-05-20,04:00,70.879999999999995
4,2012-05-06,04:15,72.430000000000007
4,2012-05-13,04:15,67.140000000000001
4,2012-05-20,04:15,71.200000000000003
4,2012-05-27,04:15,65.549999999999997
4,2012-05-06,04:30,69.870000000000005
4,2012-05-13,04:30,66.840000000000003
4,2012-05-27,04:30,67.099999999999994
4,2012-05-20,04:30,71.549999999999997
4,2012-05-06,04:45,65.439999999999998
4,2012-05-13,04:45,68.609999999999999
4,2012-05-20,04:45,67.810000000000002
4,2012-05-27,04:45,65.659999999999997
4,2012-05-06,05:00,68.159999999999997
4,2012-05-13,05:00,68.239999999999995
4,2012-05-27,05:00,67.650000000000006
4,2012-05-20,05:00,67.430000000000007
4,2012-05-06,05:15,69.659999999999997
4,2012-05-13,05:15,66.939999999999998
4,2012-05-20,05:15,67.510000000000005
4,2012-05-27,05:15,66.609999999999999
4,2012-05-06,05:30,65.659999999999997
4,2012-05-13,05:30,65.599999999999994
4,2012-05-27,05:30,68.840000000000003
4,2012-05-20,05:30,68.439999999999998
4,2012-05-06,05:45,69.579999999999998
4,2012-05-13,05:45,66.540000000000006
4,2012-05-20,05:45,67.090000000000003
4,2012-05-27,05:45,65.799999999999997
4,2012-05-06,06:00,67.150000000000006
4,2012-05-13,06:00,66.819999999999993
4,2012-05-27,06:00,64.730000000000004
4,2012-05-20,06:00,66.480000000000004
4,2012-05-06,06:15,65.049999999999997
4,2012-05-13,06:15,63.509999999999998
4,2012-05-20,06:15,65.159999999999997
4,2012-05-27,06:15,65.069999999999993
4,2012-05-06,06:30,66.209999999999994
4,2012-05-13,06:30,65.400000000000006
4,2012-05-27,06:30,65.030000000000001
4,2012-05-20,06:30,65.930000000000007
4,2012-05-06,06:45,65.939999999999998
4,2012-05-13,06:45,64.590000000000003
4,2012-05-20,06:45,65.370000000000005
4,2012-05-27,06:45,65.459999999999994
4,2012-05-06,07:00,64.870000000000005
4,2012-05-13,07:00,64.170000000000002
4,2012-05-27,07:00,64.739999999999995
4,2012-05-20,07:00,66.849999999999994
4,2012-05-06,07:15,67.769999999999996
4,2012-05-13,07:15,65.170000000000002
4,2012-05-20,07:15,67.189999999999998
4,2012-05-27,07:15,66.849999999999994
4,2012-05-06,07:30,67.730000000000004
4,2012-05-13,07:30,65.159999999999997
4,2012-05-27,07:30,66.340000000000003
4,2012-05-20,07:30,66.299999999999997
4,2012-05-13,07:45,64.909999999999997
4,2012-05-06,07:45,65.019999999999996
4,2012-05-20,07:45,66.519999999999996
4,2012-05-27,07:45,64.939999999999998
4,2012-05-06,08:00,65.900000000000006
4,2012-05-13,08:00,64.799999999999997
4,2012-05-27,08:00,65.510000000000005
4,2012-05-20,08:00,66.319999999999993
4,2012-05-13,08:15,66.030000000000001
4,2012-05-06,08:15,66.040000000000006
4,2012-05-20,08:15,67.269999999999996
4,2012-05-27,08:15,66.150000000000006
4,2012-05-06,08:30,65.170000000000002
4,2012-05-13,08:30,65.010000000000005
4,2012-05-27,08:30,66.349999999999994
4,2012-05-20,08:30,65.739999999999995
4,2012-05-13,08:45,66.120000000000005
4,2012-05-06,08:45,64.849999999999994
4,2012-05-20,08:45,68.170000000000002
4,2012-05-27,08:45,67.299999999999997
4,2012-05-06,09:00,66.030000000000001
4,2012-05-13,09:00,67.159999999999997
4,2012-05-27,09:00,66.859999999999999
4,2012-05-20,09:00,66.489999999999995
4,2012-05-13,09:15,66.829999999999998
4,2012-05-06,09:15,66.739999999999995
4,2012-05-20,09:15,68.140000000000001
4,2012-05-27,09:15,66.920000000000002
4,2012-05-06,09:30,65.590000000000003
4,2012-05-13,09:30,68.189999999999998
4,2012-05-27,09:30,68.359999999999999
4,2012-05-20,09:30,69.400000000000006
4,2012-05-13,09:45,68.579999999999998
4,2012-05-06,09:45,68.790000000000006
4,2012-05-20,09:45,68.689999999999998
4,2012-05-27,09:45,70.489999999999995
4,2012-05-06,10:00,69.189999999999998
4,2012-05-13,10:00,68.209999999999994
4,2012-05-27,10:00,69.450000000000003
4,2012-05-20,10:00,69.420000000000002
4,2012-05-13,10:15,68.140000000000001
4,2012-05-06,10:15,68.129999999999995
4,2012-05-20,10:15,70.150000000000006
4,2012-05-27,10:15,68.739999999999995
